team,player,position_code,shirt_number,player_id,date_of_birth,age_at_kickoff,value_at_kickoff
Qatar,Tarek Salman,DF,5,311730,1997-12-05,24.96,
Qatar,Ahmed Alaaeldin,FW,7,187987,1993-01-31,29.8,
Qatar,Mohammed Muntari,FW,9,266935,1993-12-20,28.92,
Qatar,Hassan Al-Haydos,MF,10,86286,1990-12-11,31.94,
Qatar,Akram Afif,FW,11,336646,1996-11-18,26.0,4000000.0
Qatar,Karim Boudiaf,MF,12,222385,1990-09-16,32.18,
Qatar,Homam Ahmed,DF,14,449710,1998-02-02,24.8,
Qatar,Bassam Al-Rawi,DF,15,376232,1997-12-16,24.93,
Qatar,Boualem Khoukhi,DF,16,222669,1990-07-09,32.37,
Qatar,Almoez Ali,FW,19,345095,1996-08-19,26.25,
Qatar,Yousef Hassan,GK,21,171412,1993-08-28,29.23,750000.0
Qatar,Meshaal Barsham,GK,22,560423,1998-02-14,24.76,
Qatar,Assim Madibo,MF,23,336667,1996-10-22,26.08,300000.0
Qatar,Jassem Gaber,MF,25,735813,2002-02-20,20.75,
Saudi Arabia,Mohammed Al-Rubaie,GK,1,213257,1994-06-04,28.46,150000.0
Saudi Arabia,Sultan Al-Ghannam,DF,2,435045,1994-05-06,28.54,2500000.0
Saudi Arabia,Abdullah Madu,DF,3,265940,1993-07-15,29.35,900000.0
Saudi Arabia,Abdulelah Al-Amri,DF,4,509894,1997-01-15,25.85,1200000.0
Saudi Arabia,Salman Al-Faraj,MF,7,155487,1989-08-01,33.3,500000.0
Saudi Arabia,Abdulellah Al-Malki,MF,8,390855,1994-10-11,28.11,
Saudi Arabia,Firas Al-Buraikan,FW,9,631922,2000-05-14,22.52,1800000.0
Saudi Arabia,Salem Al-Dawsari,FW,10,195332,1991-08-19,31.26,1800000.0
Saudi Arabia,Saleh Al-Shehri,FW,11,242267,1993-11-01,29.05,700000.0
Saudi Arabia,Saud Abdulhamid,DF,12,631927,1999-07-18,23.34,1700000.0
Saudi Arabia,Yasser Al-Shahrani,DF,13,171915,1992-05-25,30.49,1500000.0
Saudi Arabia,Abdullah Otayf,MF,14,193159,1992-08-03,30.3,300000.0
Saudi Arabia,Ali Al-Hassan,MF,15,141805,1997-03-04,25.71,500000.0
Saudi Arabia,Sami Al-Najei,MF,16,434672,1997-02-07,25.78,1500000.0
Saudi Arabia,Nawaf Al-Abed,MF,18,149643,1990-01-26,32.82,
Saudi Arabia,Hattan Bahebri,FW,19,201379,1992-07-16,30.35,900000.0
Saudi Arabia,Abdulrahman Al-Aboud,FW,20,1180062,2005-11-15,17.01,
Saudi Arabia,Mohammed Al-Owais,GK,21,262845,1991-10-10,31.11,
Saudi Arabia,Nawaf Al-Aqidi,GK,22,886183,2000-05-10,22.53,200000.0
Saudi Arabia,Mohamed Kanno,MF,23,308120,1994-09-22,28.16,1200000.0
Saudi Arabia,Nasser Al-Dawsari,MF,24,509911,1998-12-19,23.92,700000.0
Saudi Arabia,Haitham Asiri,FW,25,796803,2001-03-25,21.66,400000.0
Saudi Arabia,Riyadh Sharahili,MF,26,187951,1993-04-28,29.56,400000.0
Senegal,Seny Dieng,GK,1,250870,1994-11-23,27.99,1500000.0
Senegal,Formose Mendy,DF,2,649023,2001-01-02,21.88,2500000.0
Senegal,Kalidou Koulibaly,DF,3,93128,1991-06-20,31.42,35000000.0
Senegal,Pape Abou Cissé,DF,4,364234,1995-09-14,27.18,6000000.0
Senegal,Idrissa Gueye,MF,5,126665,1989-09-26,33.15,8000000.0
Senegal,Idrissa Gueye,MF,5,1178488,2006-09-16,16.18,
Senegal,Nampalys Mendy,MF,6,111051,1992-06-23,30.41,3500000.0
Senegal,Nicolas Jackson,FW,7,776890,2001-06-20,21.42,15000000.0
Senegal,Cheikhou Kouyaté,DF,8,66934,1989-12-21,32.91,3000000.0
Senegal,Boulaye Dia,FW,9,626913,1996-11-16,26.01,12000000.0
Senegal,Moussa N'Diaye,DF,10,649022,2002-06-18,20.42,1500000.0
Senegal,Pathé Ciss,MF,11,525578,1994-03-16,28.68,4000000.0
Senegal,Fodé Ballo-Touré,DF,12,296422,1997-01-03,25.88,3500000.0
Senegal,Iliman Ndiaye,FW,13,623570,2000-03-06,22.71,3500000.0
Senegal,Ismail Jakobs,DF,14,375137,1999-08-17,23.26,7000000.0
Senegal,Krépin Diatta,MF,15,490426,1999-02-25,23.73,13000000.0
Senegal,Édouard Mendy,GK,16,442531,1992-03-01,30.72,25000000.0
Senegal,Pape Matar Sarr,MF,17,568693,2002-09-14,20.18,15000000.0
Senegal,Ismaïla Sarr,FW,18,410225,1998-02-25,24.73,22000000.0
Senegal,Famara Diédhiou,FW,19,237125,1992-12-15,29.93,3000000.0
Senegal,Bamba Dieng,FW,20,822458,2000-03-23,22.66,8000000.0
Senegal,Youssouf Sabaly,DF,21,135492,1993-03-05,29.71,4000000.0
Senegal,Abdou Diallo,DF,22,229005,1996-05-04,26.55,15000000.0
Senegal,Alfred Gomis,GK,23,163568,1993-09-05,29.21,3000000.0
Senegal,Mamadou Loum,MF,25,364237,1996-12-30,25.89,3500000.0
Senegal,Pape Gueye,MF,26,485963,1999-01-24,23.82,10000000.0
Serbia,Marko Dmitrović,GK,1,94308,1992-01-24,30.82,5000000.0
Serbia,Strahinja Pavlović,DF,2,574671,2001-05-24,21.49,20000000.0
Serbia,Strahinja Eraković,DF,3,574660,2001-01-22,21.83,7000000.0
Serbia,Nikola Milenković,DF,4,413507,1997-10-12,25.11,20000000.0
Serbia,Nikola Milenković,DF,4,991001,2006-11-21,16.0,
Serbia,Miloš Veljković,DF,5,202228,1995-09-26,27.15,5000000.0
Serbia,Nemanja Maksimović,MF,6,273152,1995-01-26,27.82,10000000.0
Serbia,Nemanja Radonjić,FW,7,245078,1996-02-15,26.76,4000000.0
Serbia,Nemanja Gudelj,MF,8,74294,1991-11-16,31.01,4000000.0
Serbia,Aleksandar Mitrović,FW,9,51152,1994-09-16,28.18,28000000.0
Serbia,Dušan Tadić,FW,10,36139,1988-11-20,34.0,7000000.0
Serbia,Luka Jović,FW,11,257462,1997-12-23,24.91,14000000.0
Serbia,Predrag Rajković,GK,12,190263,1995-10-31,27.06,10000000.0
Serbia,Stefan Mitrović,DF,13,143029,1990-05-22,32.5,2000000.0
Serbia,Stefan Mitrović,DF,13,726526,2002-08-15,20.27,2500000.0
Serbia,Stefan Mitrović,DF,13,940653,2006-04-28,16.56,
Serbia,Andrija Živković,MF,14,206843,1996-07-11,26.36,6000000.0
Serbia,Saša Lukić,MF,16,245056,1996-08-13,26.27,13000000.0
Serbia,Filip Kostić,MF,17,161011,1992-11-01,30.05,24000000.0
Serbia,Dušan Vlahović,FW,18,357498,2000-01-28,22.81,80000000.0
Serbia,Uroš Račić,MF,19,417575,1998-03-17,24.68,6500000.0
Serbia,Sergej Milinković-Savić,MF,20,266302,1995-02-27,27.73,60000000.0
Serbia,Darko Lazović,MF,22,70411,1990-09-15,32.18,2500000.0
Serbia,Vanja Milinković-Savić,GK,23,257474,1997-02-20,25.75,2500000.0
Serbia,Ivan Ilić,MF,24,470794,2001-03-17,21.68,13000000.0
Serbia,Filip Mladenović,DF,25,168063,1991-08-15,31.27,1500000.0
Serbia,Marko Grujić,MF,26,222813,1996-04-13,26.6,9000000.0
South Korea,Seung-gyu Kim,GK,1,92076,1990-09-30,32.14,900000.0
South Korea,Yoon Jong-gyu,DF,2,402163,1998-03-20,24.67,650000.0
South Korea,Kim Jin-su,DF,3,132529,1992-06-13,30.44,575000.0
South Korea,Kim Min-jae,DF,4,503482,1996-11-15,26.01,35000000.0
South Korea,Woo-young Jung,MF,5,171935,1989-12-14,32.93,
South Korea,Hwang In-beom,MF,6,365394,1996-09-20,26.17,3500000.0
South Korea,Heung-min Son,MF,7,91845,1992-07-08,30.37,70000000.0
South Korea,Paik Seung-ho,MF,8,282689,1997-03-17,25.68,1000000.0
South Korea,Cho Gue-sung,FW,9,652537,1998-01-25,24.82,1400000.0
South Korea,Jae-sung Lee,MF,10,314398,1992-08-10,30.28,3000000.0
South Korea,Hee-chan Hwang,MF,11,292246,1996-01-26,26.82,12000000.0
South Korea,Song Bum-keun,GK,12,508237,1997-10-15,25.1,1100000.0
South Korea,Chul Hong,DF,14,151791,1990-09-17,32.18,500000.0
South Korea,Kim Moon-hwan,DF,15,524592,1995-08-01,27.3,950000.0
South Korea,Hwang Ui-jo,FW,16,260166,1992-08-28,30.23,5000000.0
South Korea,Na Sang-ho,MF,17,508381,1996-08-12,26.27,900000.0
South Korea,Lee Kang-in,MF,18,557149,2001-02-19,21.75,12000000.0
South Korea,Young-gwon Kim,DF,19,126640,1990-02-27,32.73,600000.0
South Korea,Kwon Kyung-won,DF,20,260189,1992-01-31,30.8,800000.0
South Korea,Hyeon-woo Jo,GK,21,260171,1991-09-25,31.15,1300000.0
South Korea,Kwon Chang-hoon,MF,22,259350,1994-06-30,28.39,900000.0
South Korea,Cho Yu-min,DF,24,561212,1996-11-17,26.01,
South Korea,Jeong Woo-yeong,MF,25,297583,1999-09-20,23.17,5500000.0
South Korea,Song Min-kyu,MF,26,581977,1999-09-12,23.19,1200000.0
Spain,Robert Sánchez,GK,1,403151,1997-11-18,25.0,32000000.0
Spain,César Azpilicueta,DF,2,57500,1989-08-28,33.23,8000000.0
Spain,Eric García,DF,3,466794,2001-01-09,21.86,18000000.0
Spain,Pau Torres,DF,4,399776,1997-01-16,25.84,50000000.0
Spain,Sergio Busquets,MF,5,65230,1988-07-16,34.35,5000000.0
Spain,Marcos Llorente,MF,6,282411,1995-01-30,27.81,35000000.0
Spain,Álvaro Morata,FW,7,128223,1992-10-23,30.08,25000000.0
Spain,not applicable Koke,MF,8,74229,1992-01-08,30.87,18000000.0
Spain,not applicable Gavi,MF,9,646740,2004-08-05,18.29,90000000.0
Spain,Marco Asensio,FW,10,296622,1996-01-21,26.83,25000000.0
Spain,Ferran Torres,FW,11,398184,2000-02-29,22.72,35000000.0
Spain,Nico Williams,FW,12,709187,2002-07-12,20.36,25000000.0
Spain,David Raya,GK,13,262749,1995-09-15,27.18,22000000.0
Spain,Alejandro Balde,DF,14,636688,2003-10-18,19.09,15000000.0
Spain,Hugo Guillamón,DF,15,495629,2000-01-31,22.8,25000000.0
Spain,Yeremy Pino,FW,17,568157,2002-10-20,20.08,38000000.0
Spain,Jordi Alba,DF,18,69751,1989-03-21,33.67,5000000.0
Spain,Carlos Soler,MF,19,372246,1997-01-02,25.88,35000000.0
Spain,Dani Carvajal,DF,20,138927,1992-01-11,30.86,18000000.0
Spain,Dani Olmo,FW,21,293385,1998-05-07,24.54,40000000.0
Spain,Pablo Sarabia,FW,22,74230,1992-05-11,30.53,20000000.0
Spain,Unai Simón,GK,23,262396,1997-06-11,25.44,25000000.0
Spain,Aymeric Laporte,DF,24,176553,1994-05-27,28.48,38000000.0
Spain,Ansu Fati,FW,25,466810,2002-10-31,20.05,50000000.0
Spain,not applicable Pedri,MF,26,683840,2002-11-25,19.99,100000000.0
Switzerland,Yann Sommer,GK,1,42205,1988-12-17,33.92,5000000.0
Switzerland,Edimilson Fernandes,DF,2,247555,1996-04-15,26.6,3000000.0
Switzerland,Silvan Widmer,DF,3,168989,1993-03-05,29.71,5000000.0
Switzerland,Nico Elvedi,DF,4,192635,1996-09-30,26.14,20000000.0
Switzerland,Manuel Akanji,DF,5,284730,1995-07-19,27.34,30000000.0
Switzerland,Denis Zakaria,MF,6,334526,1996-11-20,26.0,20000000.0
Switzerland,Breel Embolo,FW,7,237662,1997-02-14,25.76,20000000.0
Switzerland,Remo Freuler,MF,8,148252,1992-04-15,30.6,13000000.0
Switzerland,Granit Xhaka,MF,10,111455,1992-09-27,30.15,28000000.0
Switzerland,Renato Steffen,DF,11,194638,1991-11-03,31.05,1000000.0
Switzerland,Jonas Omlin,GK,12,247915,1994-01-10,28.86,7000000.0
Switzerland,Ricardo Rodríguez,DF,13,86784,1992-08-25,30.24,3500000.0
Switzerland,Michel Aebischer,MF,14,237658,1997-01-06,25.87,3500000.0
Switzerland,Djibril Sow,MF,15,212723,1997-02-06,25.79,22000000.0
Switzerland,Christian Fassnacht,MF,16,250490,1993-11-11,29.02,3000000.0
Switzerland,Ruben Vargas,FW,17,345886,1998-08-05,24.29,6000000.0
Switzerland,Eray Cömert,DF,18,298583,1998-02-04,24.79,4000000.0
Switzerland,Noah Okafor,FW,19,346890,2000-05-24,22.49,25000000.0
Switzerland,Fabian Frei,MF,20,52595,1989-01-08,33.86,500000.0
Switzerland,Gregor Kobel,GK,21,257814,1997-12-06,24.96,25000000.0
Switzerland,Fabian Schär,DF,22,135343,1991-12-20,30.92,10000000.0
Switzerland,Xherdan Shaqiri,MF,23,86792,1991-10-10,31.11,4000000.0
Switzerland,Philipp Köhn,GK,24,251322,1998-04-02,24.64,4000000.0
Switzerland,Fabian Rieder,MF,25,507341,2002-02-16,20.76,10000000.0
Switzerland,Ardon Jashari,MF,26,608172,2002-07-30,20.31,2500000.0
Tunisia,Montassar Talbi,DF,3,496706,1998-05-26,24.49,4000000.0
Tunisia,Yassine Meriah,DF,4,306330,1993-07-02,29.39,2000000.0
Tunisia,Nader Ghandri,MF,5,275956,1995-02-18,27.75,650000.0
Tunisia,Dylan Bronn,DF,6,450417,1995-06-19,27.42,3000000.0
Tunisia,Youssef Msakni,FW,7,69110,1990-10-28,32.06,1200000.0
Tunisia,Hannibal Mejbri,MF,8,607224,2003-01-21,19.83,6000000.0
Tunisia,Issam Jebali,FW,9,122635,1991-12-25,30.9,500000.0
Tunisia,Wahbi Khazri,FW,10,103565,1991-02-08,31.78,3000000.0
Tunisia,Ferjani Sassi,MF,13,191903,1992-03-18,30.67,1750000.0
Tunisia,Aïssa Laïdouni,MF,14,233782,1996-12-13,25.94,4000000.0
Tunisia,Mohamed Ali Ben Romdhane,MF,15,577881,1999-09-06,23.21,
Tunisia,Aymen Dahmen,GK,16,569433,1997-01-28,25.81,
Tunisia,Ellyes Skhiri,MF,17,290587,1995-05-10,27.53,13000000.0
Tunisia,Seifeddine Jaziri,FW,19,209304,1993-02-11,29.77,
Tunisia,Mohamed Dräger,DF,20,192167,1996-06-25,26.4,1300000.0
Tunisia,Wajdi Kechrida,DF,21,407885,1995-11-05,27.04,800000.0
Tunisia,Bechir Ben Saïd,GK,22,348144,1992-11-29,29.97,
Tunisia,Naïm Sliti,FW,23,184491,1992-07-27,30.32,6000000.0
Tunisia,Ali Abdi,DF,24,211474,1993-12-20,28.92,1500000.0
Tunisia,Anis Ben Slimane,FW,25,546712,2001-03-16,21.68,3500000.0
Tunisia,Mouez Hassen,GK,26,215677,1995-03-05,27.71,450000.0
United States,Matt Turner,GK,1,425306,1994-06-24,28.41,5000000.0
United States,Sergiño Dest,DF,2,361104,2000-11-03,22.05,16000000.0
United States,Walker Zimmerman,DF,3,245337,1993-05-19,29.51,3500000.0
United States,Tyler Adams,MF,4,332705,1999-02-14,23.76,17000000.0
United States,Antonee Robinson,DF,5,349701,1997-08-08,25.28,10000000.0
United States,Yunus Musah,MF,6,503991,2002-11-29,19.98,20000000.0
United States,Giovanni Reyna,FW,7,504215,2002-11-13,20.02,35000000.0
United States,Weston McKennie,MF,8,332697,1998-08-28,24.23,21000000.0
United States,Jesús Ferreira,FW,9,474249,2000-12-24,21.91,8000000.0
United States,Christian Pulisic,FW,10,315779,1998-09-18,24.17,38000000.0
United States,Brenden Aaronson,FW,11,393323,2000-10-22,22.08,30000000.0
United States,Ethan Horvath,GK,12,242284,1995-06-09,27.45,1000000.0
United States,Tim Ream,DF,13,145466,1987-10-05,35.13,1000000.0
United States,Luca de la Torre,MF,14,315762,1998-05-23,24.5,2000000.0
United States,Aaron Long,DF,15,271072,1992-10-12,30.11,3000000.0
United States,Jordan Morris,FW,16,337807,1994-10-26,28.07,4500000.0
United States,Cristian Roldan,MF,17,354792,1995-06-03,27.47,6000000.0
United States,Shaq Moore,DF,18,336168,1996-11-02,26.05,1000000.0
United States,Haji Wright,FW,19,315291,1998-03-27,24.65,3400000.0
United States,Cameron Carter-Vickers,DF,20,341049,1997-12-31,24.89,9500000.0
United States,Timothy Weah,FW,21,370846,2000-02-22,22.74,12000000.0
United States,DeAndre Yedlin,DF,22,255916,1993-07-09,29.37,2000000.0
United States,Kellyn Acosta,MF,23,189895,1995-07-24,27.33,3000000.0
United States,Josh Sargent,FW,24,393325,2000-02-20,22.75,12000000.0
United States,Sean Johnson,GK,25,126630,1989-05-31,33.47,1500000.0
United States,Joe Scally,DF,26,504153,2002-12-31,19.89,12000000.0
Uruguay,Fernando Muslera,GK,1,58088,1986-06-16,36.43,1700000.0
Uruguay,José Giménez,DF,2,250845,1995-01-20,27.83,40000000.0
Uruguay,Diego Godín,DF,3,54928,1986-02-16,36.76,700000.0
Uruguay,Ronald Araújo,DF,4,480267,1999-03-07,23.71,60000000.0
Uruguay,Matías Vecino,MF,5,143812,1991-08-24,31.24,4500000.0
Uruguay,Rodrigo Bentancur,MF,6,354362,1997-06-25,25.4,40000000.0
Uruguay,Nicolás de la Cruz,MF,7,397458,1997-06-01,25.47,13000000.0
Uruguay,Facundo Pellistri,FW,8,676318,2001-12-20,20.92,3000000.0
Uruguay,Luis Suárez,FW,9,44352,1987-01-24,35.82,4000000.0
Uruguay,Giorgian De Arrascaeta,MF,10,248410,1994-06-01,28.47,19000000.0
Uruguay,Darwin Núñez,FW,11,546543,1999-06-24,23.41,70000000.0
Uruguay,Guillermo Varela,DF,13,188862,1993-03-24,29.66,2000000.0
Uruguay,Lucas Torreira,MF,14,318077,1996-02-11,26.77,15000000.0
Uruguay,Federico Valverde,MF,15,369081,1998-07-22,24.33,100000000.0
Uruguay,Mathías Olivera,DF,16,376514,1997-10-31,25.05,15000000.0
Uruguay,Matías Viña,DF,17,439072,1997-11-09,25.03,6000000.0
Uruguay,Maxi Gómez,FW,18,396894,1996-08-14,26.27,7500000.0
Uruguay,Sebastián Coates,DF,19,102427,1990-10-07,32.12,6000000.0
Uruguay,Facundo Torres,FW,20,465822,2000-04-13,22.6,8000000.0
Uruguay,Edinson Cavani,FW,21,48280,1987-02-14,35.76,5000000.0
Uruguay,Martín Cáceres,DF,22,54935,1987-04-07,35.62,500000.0
Uruguay,Sergio Rochet,GK,23,264014,1993-03-23,29.66,4000000.0
Uruguay,Agustín Canobbio,MF,24,457533,1998-10-01,24.14,4000000.0
Uruguay,Manuel Ugarte,MF,25,476701,2001-04-11,21.61,18000000.0
Uruguay,José Luis Rodríguez,DF,26,430339,1997-03-14,25.69,2000000.0
Wales,Wayne Hennessey,GK,1,45494,1987-01-24,35.82,500000.0
Wales,Chris Gunter,DF,2,43853,1989-07-21,33.33,300000.0
Wales,Neco Williams,DF,3,503680,2001-04-13,21.6,18000000.0
Wales,Ben Davies,DF,4,192765,1993-04-24,29.57,20000000.0
Wales,Chris Mepham,DF,5,480987,1997-11-05,25.04,6000000.0
Wales,Joe Rodon,DF,6,297212,1997-10-22,25.08,9000000.0
Wales,Joe Allen,MF,7,51452,1990-03-14,32.69,1000000.0
Wales,Harry Wilson,MF,8,279455,1997-03-22,25.66,17000000.0
Wales,Brennan Johnson,FW,9,470607,2001-05-23,21.49,20000000.0
Wales,Aaron Ramsey,MF,10,50057,1990-12-26,31.9,3000000.0
Wales,Gareth Bale,FW,11,39381,1989-07-16,33.35,2000000.0
Wales,Danny Ward,GK,12,203026,1993-06-22,29.41,8000000.0
Wales,Kieffer Moore,FW,13,275590,1992-08-08,30.28,4000000.0
Wales,Connor Roberts,DF,14,214666,1995-09-23,27.16,6000000.0
Wales,Ethan Ampadu,DF,15,392771,2000-09-14,22.18,9000000.0
Wales,Tom Lockyer,DF,17,207742,1994-12-03,27.96,2000000.0
Wales,Mark Harris,FW,19,344012,1998-12-29,23.89,
Wales,Daniel James,FW,20,319301,1997-11-10,25.03,16000000.0
Wales,Adam Davies,GK,21,121254,1992-07-17,30.34,500000.0
Wales,Sorba Thomas,MF,22,475416,1999-01-25,23.82,5000000.0
Wales,Dylan Levitt,MF,23,496652,2000-11-17,22.01,850000.0
Wales,Ben Cabango,DF,24,496659,2000-05-30,22.48,
Wales,Rubin Colwill,MF,25,626474,2002-04-27,20.57,
Wales,Matthew Smith,MF,26,365877,1999-11-22,23.0,600000.0
